Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,DummySub_Counts,physics_yield,physics_yield_error,%error/yield
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,3,48,72,213.00000000000006,0.4872112654393957,0.0613701737125919,12.596214017597617
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,4,72,96,55.833333333333336,0.11679573548379932,0.023371633575681543,20.010690868866025
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,5,96,120,4.0,0.009149507332195226,0.004675391039513952,51.09992122813233
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,11,240,264,-1.0,0.007745445680428308,0.007761574701382936,-100.20823877179055
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,12,264,288,61.0,0.13407191796859763,0.02290050486830807,17.08076173988339
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,13,288,312,207.83333333333337,0.46993508295459735,0.052461338338354056,11.16352880242878
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,14,312,336,262.00000000000006,0.5883765925640282,0.0636814171069788,10.823241086030947
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,15,336,360,268.6666666666667,0.5763354272141226,0.06820916907118048,11.834977662381167
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,1,0,24,418.4999999999999,0.9245187915466486,0.09589324770668747,10.372233488760727
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,2,24,48,530.4999999999997,1.1861630656954945,0.11659797660853194,9.829843803150785
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,3,48,72,416.3333333333331,0.9304789461031349,0.094357885517716,10.14078673277765
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,4,72,96,98.0,0.21870486079140342,0.03067202442064954,14.024390820423482
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,5,96,120,3.8333333333333335,0.008768277860020424,0.004682804457897569,53.406205102704874
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,11,240,264,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,12,264,288,73.49999999999999,0.16266412838170766,0.025591804391983743,15.732912134093887
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,13,288,312,461.6666666666665,1.0350830406759108,0.10290317010544466,9.941537641100634
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,14,312,336,511.4999999999998,1.1536190435623266,0.11217715839672213,9.723934345806553
Q3p85_W2p62_t0p21_higheps_right,5,0.358,0.5,15,336,360,387.9999999999998,0.8438376604439012,0.09134712178336941,10.825200872797764
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,1,0,24,104.83333333333333,0.2601334241713238,0.03802015369494,14.615635732338625
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,2,24,48,131.83333333333331,0.3234958511233175,0.04105205910661988,12.690134653680834
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,3,48,72,200.83333333333334,0.49834781578131193,0.06457232326672083,12.957280281340061
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,4,72,96,281.66666666666663,0.6952922713618224,0.07438145538751526,10.697868860505135
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,5,96,120,275.6666666666667,0.6694977598212517,0.07449494104699461,11.126988844127562
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,6,120,144,277.0,0.6764416637263727,0.07429270285080412,10.982869157044746
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,7,144,168,246.83333333333334,0.6088568410727816,0.06670185279839813,10.955260464984201
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,8,168,192,214.5,0.5249895398769361,0.06011033990205796,11.44981667942347
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,9,192,216,237.83333333333334,0.58288887117103,0.0652269423311405,11.190287815943178
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,10,216,240,252.66666666666669,0.6196963032079899,0.06849484547989625,11.052969837857365
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,11,240,264,297.5,0.72367499124644,0.07925276388193914,10.95143052345033
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,12,264,288,309.0,0.7522110902413865,0.08173173101906349,10.865531242411695
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,13,288,312,188.33333333333331,0.463694946185446,0.053773102828294395,11.596654928127869
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,14,312,336,125.83333333333334,0.3086074516476933,0.039688325002375145,12.860455828423545
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,15,336,360,104.83333333333333,0.2601334241713238,0.03802015369494,14.615635732338625
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,1,0,24,68.83333333333333,0.17080302731757827,0.027738496517063504,16.240049695072813
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,2,24,48,82.66666666666667,0.20512905944193421,0.0317511148965283,15.478604047085817
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,3,48,72,155.83333333333334,0.38304944902581456,0.04647060064742847,12.131749769021784
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,4,72,96,228.83333333333334,0.5605562719575939,0.06330400544487698,11.293068798214415
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,5,96,120,216.83333333333334,0.5344148436946607,0.060069789935369676,11.240292189505631
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,6,120,144,146.83333333333331,0.36071684981237817,0.04444474242568042,12.321227147774696
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,7,144,168,66.83333333333334,0.16220485680405475,0.025933060370281823,15.987844557336064
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,8,168,192,46.0,0.11050902529147053,0.02075336194618371,18.779789154276006
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,9,192,216,54.0,0.1267248539039874,0.023822979049766983,18.798979297160106
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,10,216,240,147.83333333333334,0.3595628790366668,0.04531545874966955,12.602930222129094
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,11,240,264,200.66666666666666,0.4797573956876341,0.058703547762307406,12.236090217675098
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,12,264,288,184.33333333333337,0.44286323447008347,0.0546099209369703,12.331102852173958
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,13,288,312,146.33333333333334,0.3594761498560761,0.044372487707444765,12.343652763948382
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,14,312,336,101.83333333333334,0.24905385374519626,0.034183928766885134,13.725516892365883
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,15,336,360,77.0,0.1910677932705113,0.03008456314416063,15.745491497652509
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,1,0,24,75.0,0.18246962275698778,0.027870645642251533,15.27412904194444
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,2,24,48,93.66666666666667,0.22878908779226326,0.03230650099985959,14.120647672319656
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,3,48,72,168.33333333333331,0.40679620655673426,0.05051660816364365,12.418161071666312
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,4,72,96,212.50000000000003,0.512755998675097,0.060745030231730696,11.846771249617541
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,5,96,120,183.50000000000003,0.44443077189789554,0.05384215444196932,12.114857441585778
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,6,120,144,74.0,0.1763528521560683,0.02854219268883042,16.18470715946869
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,7,144,168,16.833333333333332,0.03449949048553716,0.014466246666015507,41.931769027371665
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,8,168,192,20.833333333333332,0.05169583151258422,0.012689514232510787,24.546494100635176
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,9,192,216,31.0,0.07328802660240988,0.016813498906549602,22.941672311308675
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,10,216,240,89.66666666666666,0.2224988588301625,0.03374789331653561,15.16767029456812
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,11,240,264,199.0,0.48652784123157367,0.0566597711955456,11.6457407765442
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,12,264,288,213.0,0.5139966986313992,0.06088355958416717,11.845126582773716
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,13,288,312,167.16666666666669,0.4075366106803449,0.04966832447882711,12.187450937453303
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,14,312,336,81.66666666666666,0.20264765952933014,0.03146475712127404,15.526829766676876
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.31,15,336,360,56.5,0.13656372437381298,0.02346216680916877,17.18038001434867
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,1,0,24,50.66666666666667,0.1220888915502894,0.02198757606647903,18.009481278173592
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,2,24,48,74.66666666666667,0.18164248945278644,0.02783416700548879,15.323599169633495
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,3,48,72,160.16666666666666,0.38653144060380124,0.04872941444723363,12.606843668684068
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,4,72,96,274.3333333333333,0.6770953386693922,0.07278515990428151,10.74961763099961
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,5,96,120,168.0,0.40960444394084833,0.049793173347516026,12.156404571310448
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,6,120,144,40.0,0.09198525512753082,0.02041817303916168,22.19722390382391
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,7,144,168,16.666666666666668,0.03045055314512105,0.0159782307855327,52.472711117541124
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,8,168,192,11.0,0.02729539903864447,0.008747914705117283,32.049044942453854
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,9,192,216,13.0,0.032258198863852554,0.009608835102279915,29.787264759680216
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,10,216,240,36.666666666666664,0.09098466346214823,0.01805238003057192,19.841124145150175
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,11,240,264,152.0,0.36626667465086815,0.04694089862051809,12.81604412011084
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,12,264,288,231.33333333333337,0.5558536596741571,0.06537475976357039,11.761145874598226
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,13,288,312,153.66666666666666,0.3704023411718749,0.04725795690918789,12.75854703284911
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,14,312,336,81.83333333333333,0.20306122618143083,0.03149350159905453,15.509362467316024
Q3p85_W2p62_t0p21_higheps_center,4,0.31,0.358,15,336,360,47.66666666666667,0.11464469181247727,0.0212331433555582,18.520825534852463
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,1,0,24,28.33333333333333,0.07030633085711453,0.01541425427091619,21.924418587912086
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,2,24,48,97.5,0.23830112079057875,0.033215708883516874,13.938544969206063
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,3,48,72,264.5000000000001,0.6454241648188226,0.07168690531230147,11.106944738027394
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,4,72,96,393.6666666666665,0.9513968374435824,0.10145000541227966,10.663269144858349
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,5,96,120,195.16666666666669,0.4661096961683119,0.057541405285909716,12.345035033369388
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,6,120,144,19.0,0.04714659833947681,0.011967866238785506,25.384368459865254
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,7,144,168,4.0,0.00992559965041617,0.005078620403138139,51.16688746281639
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,8,168,192,4.0,0.00992559965041617,0.005078620403138139,51.16688746281639
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,9,192,216,6.0,0.014888399475624257,0.006289740067707145,42.24591150986309
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,10,216,240,19.0,0.04714659833947681,0.011967866238785506,25.384368459865254
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,11,240,264,191.33333333333337,0.46750377523494263,0.055008550264007125,11.766439797488852
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,12,264,288,428.49999999999994,1.0378322677326226,0.108942139116071,10.497085367569033
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,13,288,312,262.66666666666674,0.6481456730223458,0.07030301284114067,10.846791973988363
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,14,312,336,82.33333333333331,0.19339581407278653,0.031397816314221845,16.235003050482234
Q3p85_W2p62_t0p21_higheps_center,5,0.358,0.5,15,336,360,27.666666666666664,0.06138132287208096,0.017373771057728648,28.304653997007673
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,1,0,24,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,4,72,96,5.0,0.009922680826659397,0.004534428061064982,45.69761075940561
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,5,96,120,33.0,0.06548969345595201,0.012954747534465088,19.78135314250383
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,6,120,144,104.5,0.1978805666031837,0.02685422989124381,13.570928339363142
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,7,144,168,168.66666666666669,0.3347250998859771,0.040679342063159124,12.153059951887801
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,8,168,192,192.0,0.37627921240672213,0.03858037523350744,10.253124265553557
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,9,192,216,166.0,0.3199295407710944,0.03564412637927036,11.14124262903665
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,10,216,240,108.0,0.21432990585584294,0.028824322294423593,13.448576939986465
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,11,240,264,34.0,0.0627224982842851,0.014347969371288976,22.87531549884678
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,12,264,288,4.0,0.0031864133243286862,0.008106591492356234,254.41117228770472
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,13,288,312,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,1,0,24,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,3,48,72,5.0,0.009922680826659397,0.004534428061064982,45.69761075940561
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,4,72,96,16.0,0.03175257864531007,0.008480207428501458,26.707145656511912
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,5,96,120,86.66666666666667,0.17199313432876287,0.024576007182759152,14.288946636545619
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,6,120,144,202.0,0.4008763053970396,0.04705416668747084,11.737826869280044
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,7,144,168,192.66666666666666,0.37760223651694336,0.038695317264041094,10.247639850063441
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,8,168,192,196.0,0.3889690884050484,0.04590692828058408,11.802204763577368
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,9,192,216,206.83333333333331,0.4104682301961437,0.04798533154405611,11.690388686385338
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,10,216,240,193.0,0.373512017235055,0.039452395418405506,10.562550493141885
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,11,240,264,84.0,0.16194930655087897,0.022644267336479472,13.982318182613158
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,12,264,288,15.0,0.029768042479978187,0.008179109170530554,27.476140481967448
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,13,288,312,3.0,0.005953608495995639,0.0034825327238322775,58.49448659875113
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,14,312,336,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,15,336,360,3.0,0.005953608495995639,0.0034825327238322775,58.49448659875113
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,1,0,24,2.0,0.003969072330663759,0.0028312235172038187,71.33212200066772
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,2,24,48,3.0,0.005953608495995639,0.0034825327238322775,58.49448659875113
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,3,48,72,7.0,0.013891753157323154,0.00541037517664715,38.94666940432227
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,4,72,96,44.0,0.08731959127460272,0.015511075177391897,17.76356823363116
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,5,96,120,175.83333333333334,0.34419587773385674,0.03627597856235982,10.539341377705158
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,6,120,144,254.50000000000003,0.5050644540769634,0.05706433176551549,11.298425637536518
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,7,144,168,267.8333333333333,0.5267732049443897,0.04929329025787597,9.357592564542031
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,8,168,192,222.83333333333331,0.4335093013902893,0.04363726239198834,10.06604985222719
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,9,192,216,260.5,0.5169716710689547,0.058201300299777915,11.258121780528842
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,10,216,240,264.0,0.5144140849736185,0.0493565888823153,9.594719570100132
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,11,240,264,158.66666666666666,0.30537627555866065,0.03462621426203278,11.338868482395032
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,12,264,288,35.0,0.06945876578661579,0.013432433062947653,19.33871543904684
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,13,288,312,6.0,0.011907216991991277,0.004988169397804137,41.89198366972862
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,14,312,336,4.0,0.007938144661327518,0.0040385357806303,50.87505900849789
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.31,15,336,360,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,1,0,24,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,3,48,72,6.0,0.011907216991991276,0.004988169397804137,41.891983669728624
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,4,72,96,58.0,0.11035136625225023,0.018486148901565868,16.75207976973181
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,5,96,120,227.5,0.44197851493900514,0.04430698786045815,10.024692685926757
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,6,120,144,281.49999999999994,0.5491434678669266,0.05180305897944912,9.433428969058138
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,7,144,168,270.6666666666667,0.53239605741283,0.04969732122576712,9.334652376516544
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,8,168,192,228.0,0.4477225143586697,0.043688615024325535,9.757966960161994
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,9,192,216,262.0,0.5009415499689569,0.050290155856166044,10.039126492757987
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,10,216,240,290.66666666666663,0.5625833180454703,0.05363499593625144,9.533698248037357
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,11,240,264,236.66666666666669,0.46017009645454715,0.04557530606891998,9.904012976953975
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,12,264,288,46.833333333333336,0.0881907124060442,0.016633033753382116,18.860300931464252
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,13,288,312,7.0,0.013891753157323154,0.00541037517664715,38.94666940432227
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,14,312,336,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,4,0.31,0.358,15,336,360,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,1,0,24,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,3,48,72,8.0,0.015876289322655033,0.005807926882601353,36.58239507082804
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,4,72,96,184.83333333333334,0.3573049718848448,0.038313647563585934,10.722953940851955
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,5,96,120,506.33333333333326,0.9905816177020456,0.08307828538909917,8.386818804676029
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,6,120,144,561.3333333333334,1.0949793754583,0.09095258060061269,8.306328195683575
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,7,144,168,305.66666666666663,0.5971030918624469,0.05513473881838098,9.233705128943164
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,8,168,192,181.66666666666666,0.3367654133502972,0.04008755910588734,11.90370433444393
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,9,192,216,263.6666666666667,0.4994973789075113,0.05113071122044157,10.236432337697835
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,10,216,240,543.3333333333333,1.0687611871563245,0.08771208039815474,8.206892377101767
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,11,240,264,530.3333333333333,1.023955291659014,0.08756192474003596,8.55134256869438
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,12,264,288,151.66666666666669,0.2962362537383362,0.032795964768709614,11.070881553099204
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,13,288,312,4.0,0.007938144661327518,0.0040385357806303,50.87505900849789
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,5,0.358,0.5,15,336,360,1.0,0.0019845361653318795,0.0019932758331066653,100.44038843571914
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,4,72,96,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,5,96,120,3.666666666666667,0.001273338968730475,0.000708578791171614,55.647302766369464
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,6,120,144,18.333333333333332,0.0063666948436523745,0.0016215565823968808,25.469362396308043
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,7,144,168,57.66666666666667,0.020026149235488372,0.0032178072520181265,16.068027927784765
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,8,168,192,62.333333333333336,0.02164676246841807,0.0033918868751582785,15.669257146914841
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,9,192,216,46.333333333333336,0.015230302964893389,0.0028962660586621205,19.016470423064852
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,10,216,240,10.333333333333334,0.0035885007300586113,0.0012013044756417183,33.476500800993215
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,11,240,264,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,12,264,288,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,13,288,312,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.208,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,4,72,96,0.6666666666666667,0.0002315161761328136,0.0003573914946972916,154.36998859737008
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,5,96,120,6.666666666666667,0.0014550904849909814,0.001568855132328624,107.81838988785277
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,6,120,144,45.66666666666667,0.014998786788760574,0.002844803573803482,18.966891215063153
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,7,144,168,101.0,0.035074700684121246,0.004708991939852697,13.425608338789091
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,8,168,192,94.49999999999999,0.03195734669048917,0.004145776679888508,12.97284383475532
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,9,192,216,120.99999999999999,0.04202018596810565,0.005386648681545105,12.819192865147485
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,10,216,240,34.33333333333333,0.011923083070839897,0.0023179702774770564,19.441031012742677
Q3p85_W2p62_t0p21_loweps_left,2,0.208,0.226,11,240,264,9.833333333333332,0.0034148635979590006,0.001141377838082586,33.423819292951144
